file_name,text
15198.png,"bar|quantitative|Aid flow (current US$)|nominal|Country"
5477.png,"circle|temporal|Year|quantitative|Energy consumed(% of total)"
4683.png,"circle|temporal|Year|quantitative|Expenditure (as % of GNI)"
32289.png,"bar|temporal|Year|quantitative|Investment (in US$)"
21365.png,"line|temporal|Year|quantitative|Insurance services (% of service imports)"
33475.png,"bar|nominal|Country|quantitative|Unemployed females (as % of female labor force ages 15-24)"
33128.png,"bar|temporal|Year|quantitative|Total subscribers"
4882.png,"circle|temporal|Year|quantitative|Survival Rate(%)"
15080.png,"bar|quantitative|% of poverty lines|temporal|Year"
32321.png,"bar|temporal|Year|quantitative|% of children who received DPT vaccine"
5484.png,"circle|temporal|Year|quantitative|Number of days"
32421.png,"bar|temporal|Year|quantitative|Amount of imports(% of total goods imports)"
15345.png,"bar|quantitative|Debt(current US$)|temporal|Year"
31922.png,"bar|nominal|Country|quantitative|Coverage(% of people living with HIV)"
21879.png,"line|temporal|Year|quantitative|Part-time workers(% of total employed)"
21964.png,"line|temporal|Year|quantitative|Number of power outages"
22268.png,"line|temporal|Year|quantitative|Time (in hours)"
15190.png,"bar|quantitative|Investment (in US$)|temporal|Year"
21372.png,"line|temporal|Year|quantitative|% of total population"
21688.png,"line|temporal|Year|quantitative|IMF credit(in current US$)"
33309.png,"bar|nominal|Country|quantitative|Debt in Euros(%)"
16111.png,"bar|quantitative|Annual freshwater withdrawals (billion cubic meters)|temporal|Year"
4849.png,"circle|temporal|Year|quantitative|Total Vulnerable employment (% of total employment)"
5187.png,"circle|temporal|Year|quantitative|Time (in hours)"
33530.png,"bar|temporal|Year|quantitative|Total subscribers"
5229.png,"circle|temporal|Year|quantitative|Birth Registration (in %)"
22134.png,"line|temporal|Year|quantitative|Primary income (current US$)"
5089.png,"circle|temporal|Year|quantitative|Population (as % of total population)"
16586.png,"bar|quantitative|% of children under 5 taken to a health provider|nominal|Country"
33308.png,"bar|temporal|Year|quantitative|Enrollments (in %)"
15954.png,"bar|quantitative|Amount (in current US$)|nominal|Country"
32347.png,"bar|nominal|Country|quantitative|Number of days"
32178.png,"bar|temporal|Year|quantitative|Amount of total stocks"
32234.png,"bar|nominal|Country|quantitative|Unemployed Males (% of male labor force)"
22120.png,"line|temporal|Year|quantitative|Percentage of enrolment in primary education (%)"
33076.png,"bar|temporal|Year|quantitative|Amount (in current US$)"
5024.png,"circle|temporal|Year|quantitative|Number of children"
15968.png,"bar|quantitative|Net ODA received per capita (current US$)|nominal|Country"
32626.png,"bar|temporal|Year|quantitative|% of poverty lines"
32875.png,"bar|temporal|Year|quantitative|Births attended by skilled health staff (% of total births)"
32258.png,"bar|temporal|Year|quantitative|Amount of energy used(kg of oil equivalent per capita)"
16017.png,"bar|quantitative|Primary income (current US$)|temporal|Year"
16779.png,"bar|quantitative|Intensity (kg per kg of oil equivalent energy use)|nominal|Country"
33274.png,"bar|temporal|Year|quantitative|Clean energy produced (as % of total energy)"
15393.png,"bar|quantitative|Cost (as % of GNI)|temporal|Year"
5136.png,"circle|temporal|Year|quantitative|Population in urban agglomerations (in %)"
33582.png,"bar|nominal|Country|quantitative|Amount of CO2 emissions(kg per 2005 US$ of GDP)"
15801.png,"bar|quantitative|Unemployed females (as % of female labor force)|temporal|Year"
32604.png,"bar|nominal|Country|quantitative|CO2 emissions (in kt)"
21938.png,"line|temporal|Year|quantitative|Debt(current US$)"
33403.png,"bar|temporal|Year|quantitative|Total subscribers (per 100 people)"
4643.png,"circle|temporal|Year|quantitative|Number of troops, police, and military observers in mandate"
22207.png,"line|temporal|Year|quantitative|Area of land (in hectares)"
15243.png,"bar|quantitative|Unemployment (% of male unemployment)|nominal|Country"
4860.png,"circle|temporal|Year|quantitative|% of children in employment"
32897.png,"bar|temporal|Year|quantitative|Agriculture value added per worker (constant 2005 US$)"
33193.png,"bar|temporal|Year|quantitative|Number of procedures to build a warehouse"
33298.png,"bar|temporal|Year|quantitative|% of fertilizer production"
31794.png,"bar|temporal|Year|quantitative|Enrollments (in %)"
33220.png,"bar|temporal|Year|quantitative|Birth Registration (in %)"
32916.png,"bar|nominal|Country|quantitative|Enrollment rate (%)"
4545.png,"circle|temporal|Year|quantitative|Population (as % of total population)"
33070.png,"bar|temporal|Year|quantitative| % of children under 5"
5342.png,"circle|temporal|Year|quantitative|Births attended by skilled health staff (% of total births)"
21696.png,"line|temporal|Year|quantitative|Aid flow from DAC donars (current US$)"
15104.png,"bar|quantitative|Survival rate(%)|temporal|Year"
32378.png,"bar|nominal|Country|quantitative|Unemployed laborers (% of total labor force)"
22346.png,"line|temporal|Year|quantitative|Cost of communications, computer etc. (% of service exports)"
15061.png,"bar|quantitative|Part-time workers(% of total employed)|temporal|Year"
33095.png,"bar|nominal|Country|quantitative|Payments(% of exports of goods, services and primary income)"
5563.png,"circle|temporal|Year|quantitative|% of children who received DPT vaccine"
15479.png,"bar|quantitative|Domestic credit (% of GDP)|temporal|Year"
15507.png,"bar|quantitative|% of households with a female head|temporal|Year"
32625.png,"bar|temporal|Year|quantitative|Cost(current US$)"
21730.png,"line|temporal|Year|quantitative|Total debt (in current US$)"
15024.png,"bar|quantitative|Calories (kilocalories per person per day)|temporal|Year"
15865.png,"bar|quantitative|% of households with a female head|temporal|Year"
33541.png,"bar|temporal|Year|quantitative|Unemployment (% of total unemployment)"
21388.png,"line|temporal|Year|quantitative|Total debt (in current US$)"
15800.png,"bar|quantitative|Strength Index( 0 = weak,12 = strong)|nominal|Country"
4872.png,"circle|temporal|Year|quantitative|Unemployed females(% of female labor force ages 15-24)"
32362.png,"bar|temporal|Year|quantitative|Amount (in $)"
16283.png,"bar|quantitative|Price level ratio|nominal|Country"
16693.png,"bar|quantitative|Unemployed total(% of total labor force ages 15-24)|nominal|Country"
15304.png,"bar|quantitative|Area of land (hectares per person)|temporal|Year"
4542.png,"circle|temporal|Year|quantitative|Cost(% of GNI per capita)"
16781.png,"bar|quantitative|Prive value of exports (constant LCU)|nominal|Country"
4464.png,"circle|temporal|Year|quantitative|% of children who received DPT vaccine"
32651.png,"bar|nominal|Country|quantitative|IMF credit(in current US$)"
16379.png,"bar|quantitative|Discrepancy in expenditure estimate of GDP (constant LCU)|nominal|Country"
32692.png,"bar|temporal|Year|quantitative|Proportion of dependents per 100 working-age population"
15453.png,"bar|quantitative|Cost (as % of GNI)|temporal|Year"
21565.png,"line|temporal|Year|quantitative|Electric power consumption (kWh per capita)"
5186.png,"circle|temporal|Year|quantitative|Rating index(maximum value in 2004 = 100)"
32376.png,"bar|nominal|Country|quantitative|% of births"
5019.png,"circle|temporal|Year|quantitative|Rating (1=extremely inefficient to 7=extremely efficient)"
15858.png,"bar|quantitative|Women receiving prenatal care (%)|temporal|Year"
16049.png,"bar|quantitative|Number of days|nominal|Country"
21440.png,"line|temporal|Year|quantitative|Net Energy imports(% of energy use)"
33384.png,"bar|temporal|Year|quantitative|% of repeaters"
16736.png,"bar|quantitative|Rating index(maximum value in 2004 = 100)|temporal|Year"
15055.png,"bar|quantitative|Domestic credit (% of GDP)|nominal|Country"
32149.png,"bar|temporal|Year|quantitative|Percentage of enrolment in primary education (%)"
32163.png,"bar|nominal|Country|quantitative|Earning from trade(% of GDP)"
5399.png,"circle|temporal|Year|quantitative|Enrollment rate (%)"
32873.png,"bar|temporal|Year|quantitative|Number of days"
32665.png,"bar|temporal|Year|quantitative|Enrollments (in %)"
16018.png,"bar|quantitative|Number of registrations|nominal|Country"
16482.png,"bar|quantitative|Cost of communications, computer etc. (% of service exports)|temporal|Year"
15180.png,"bar|quantitative|Total debt (in current US$)|nominal|Country"
32041.png,"bar|temporal|Year|quantitative|Number of flight takeoffs"
33526.png,"bar|temporal|Year|quantitative|Net ODA received per capita (current US$)"
5564.png,"circle|temporal|Year|quantitative|% of children who received DPT vaccine"
4614.png,"circle|temporal|Year|quantitative|% of births"
22273.png,"line|temporal|Year|quantitative|% of children who received DPT vaccine"
22069.png,"line|temporal|Year|quantitative|Calories (kilocalories per person per day)"
15573.png,"bar|quantitative|% of reported infant deaths to estimated infant deaths|temporal|Year"
21900.png,"line|temporal|Year|quantitative|Female Labor Force(as % of total labor force)"
5479.png,"circle|temporal|Year|quantitative|% of tax revenue"
22066.png,"line|temporal|Year|quantitative|Number of passengers carried"
33588.png,"bar|nominal|Country|quantitative|Net ODA received per capita (current US$)"
21901.png,"line|temporal|Year|quantitative|Proportion of dependents per 100 working-age population"
32058.png,"bar|temporal|Year|quantitative|Payments(% of exports of goods, services and primary income)"
15133.png,"bar|quantitative|Women receiving prenatal care (%)|temporal|Year"
32858.png,"bar|temporal|Year|quantitative|Full-time male workers(% of males employed)"
4525.png,"circle|temporal|Year|quantitative|Unemployed females (as % of female labor force)"
22291.png,"line|temporal|Year|quantitative|Children(% of under-5 population)"
32666.png,"bar|temporal|Year|quantitative|Unemployed males (as % of male labor force)"
32412.png,"bar|temporal|Year|quantitative|Total debt (in current US$)"
16506.png,"bar|quantitative|Score (0=lowest to 100=highest performance)|nominal|Country"
32512.png,"bar|nominal|Country|quantitative|CO2 emissions (in kt)"
5059.png,"circle|temporal|Year|quantitative|Rating (1=underdeveloped to 7=well developed) "
4504.png,"circle|temporal|Year|quantitative|Amount of stocks(% of population)"
32901.png,"bar|temporal|Year|quantitative|Population in urban agglomerations (in %)"
5324.png,"circle|temporal|Year|quantitative|Mean income or consumption per capita(2011 PPP $ per day)"
21785.png,"line|temporal|Year|quantitative|IMF credit(in current US$)"
21956.png,"line|temporal|Year|quantitative|Insurance services (% of commercial service imports)"
33110.png,"bar|nominal|Country|quantitative|Unemployed females (as % of female labor force)"
32530.png,"bar|temporal|Year|quantitative|Cost of communications, computer etc. (% of service imports)"
5312.png,"circle|temporal|Year|quantitative|Number of anaemic children (in %)"
15591.png,"bar|quantitative|Information index(0=low to 8=high)|temporal|Year"
22328.png,"line|temporal|Year|quantitative|Net Energy imports(% of energy use)"
5199.png,"circle|temporal|Year|quantitative|Population growth (in %)"
4728.png,"circle|temporal|Year|quantitative|Cost of computers, communications and other services (% of commerical service exports)"
33606.png,"bar|nominal|Country|quantitative|Expenditure (as % of GDP per capita)"
5538.png,"circle|temporal|Year|quantitative|Secondary income (in US$)"
4880.png,"circle|temporal|Year|quantitative|Number of years"
4903.png,"circle|temporal|Year|quantitative|International Reserves (current US$)"
16358.png,"bar|quantitative|Vulnerable male employment (% of total male employment)|temporal|Year"
33342.png,"bar|temporal|Year|quantitative|Percentage of repeaters (%)"
4867.png,"circle|temporal|Year|quantitative|Emissions(metric tons per capita)"
32827.png,"bar|temporal|Year|quantitative|Global Equity Indices (annual % change)"
22070.png,"line|temporal|Year|quantitative|% of repeaters"
21878.png,"line|temporal|Year|quantitative|Expenditure (as % of GDP per capita)"
22003.png,"line|temporal|Year|quantitative|Unemployed females(% of female labor force ages 15-24)"
21376.png,"line|temporal|Year|quantitative|Unemployed females(% of female labor force ages 15-24)"
5012.png,"circle|temporal|Year|quantitative|Total Vulnerable employment (% of total employment)"
16758.png,"bar|quantitative|Rating index(maximum value in 2004 = 100)|temporal|Year"
4680.png,"circle|temporal|Year|quantitative|Amount (in current US$)"
32701.png,"bar|nominal|Country|quantitative|Life expectancy(years)"
4802.png,"circle|temporal|Year|quantitative|Investment (in US$)"
21939.png,"line|temporal|Year|quantitative|Expenditure (as % of GNI)"
16700.png,"bar|quantitative|Current account balance (current US$)|temporal|Year"
33244.png,"bar|nominal|Country|quantitative|% of women justifying domestic violence"
21808.png,"line|temporal|Year|quantitative|Number of meetings(average for affected firms)"
5509.png,"circle|temporal|Year|quantitative|Unemployed Males (% of male labor force)"
32653.png,"bar|temporal|Year|quantitative|Energy consumed(% of total)"
33149.png,"bar|nominal|Country|quantitative|Energy consumed(% of total)"
32348.png,"bar|nominal|Country|quantitative|Investment (in US$)"
15451.png,"bar|quantitative|% of births|temporal|Year"
32817.png,"bar|temporal|Year|quantitative|% of households with a female head"
32105.png,"bar|nominal|Country|quantitative|Full-time workers(% of total employed)"
22073.png,"line|temporal|Year|quantitative|Investment (in US$)"
4990.png,"circle|temporal|Year|quantitative|Exports (% of total merchandise exports)"
32481.png,"bar|nominal|Country|quantitative|Vulnerable female employment (% of total female employment)"
32507.png,"bar|temporal|Year|quantitative|Unemployment (% of total unemployment)"
32656.png,"bar|temporal|Year|quantitative|Workers(% of females employed)"
16421.png,"bar|quantitative|Investment (in US$)|temporal|Year"
21641.png,"line|temporal|Year|quantitative|Time spent(% of senior management time)"
16384.png,"bar|quantitative|Population(%)|temporal|Year"
33388.png,"bar|nominal|Country|quantitative|Personal remittance (current US$)"
32920.png,"bar|temporal|Year|quantitative|Number of beds (per 1,000 people)"
33051.png,"bar|nominal|Country|quantitative|Net GHG emissions or removals (Mt of CO2 equivalent)"
15819.png,"bar|quantitative|Life expectancy(years)|temporal|Year"
33233.png,"bar|temporal|Year|quantitative|% of women ages 15-49"
4586.png,"circle|temporal|Year|quantitative|Yield kg per hectare"
22190.png,"line|temporal|Year|quantitative|% of female youth population"
16414.png,"bar|quantitative|Current account balance (% of GDP)|temporal|Year"
15955.png,"bar|quantitative|% of children who received DPT vaccine|temporal|Year"
32190.png,"bar|nominal|Country|quantitative|% of female youth population"
32292.png,"bar|nominal|Country|quantitative|Amount of exports(% of total goods exports)"
5350.png,"circle|temporal|Year|quantitative|Unemployed Females (% of female labor force)"
31845.png,"bar|temporal|Year|quantitative|Unemployed Females (% of female labor force)"
21694.png,"line|temporal|Year|quantitative|Current account balance (% of GDP)"
21572.png,"line|temporal|Year|quantitative|Cost of computers, communications and other services (% of commerical service exports)"
33652.png,"bar|temporal|Year|quantitative|Stocks(% of exports of goods, services and primary income)"
21381.png,"line|temporal|Year|quantitative|Number (per 1,000 people)"
21549.png,"line|temporal|Year|quantitative|Rating index(maximum value in 2004 = 100)"
16388.png,"bar|quantitative|Losses(% of output)|nominal|Country"
33507.png,"bar|nominal|Country|quantitative|Part-time female workers(% of females employed)"
32917.png,"bar|nominal|Country|quantitative|Full-time workers(% of total employed)"
15186.png,"bar|quantitative|Intensity (kg per kg of oil equivalent energy use)|temporal|Year"
5183.png,"circle|temporal|Year|quantitative|Agriculture value added per worker (constant 2005 US$)"
31771.png,"bar|nominal|Country|quantitative|Per cubic meter of total freshwater withdrawal(constant 2005 US$ GDP)"
16827.png,"bar|quantitative|Current account balance (current US$)|temporal|Year"
31840.png,"bar|temporal|Year|quantitative|Rating (1=underdeveloped to 7=well developed) "
32160.png,"bar|temporal|Year|quantitative|Yield kg per hectare"
21342.png,"line|temporal|Year|quantitative|Score (0=lowest to 100=highest performance)"
5467.png,"circle|temporal|Year|quantitative|% of commercial services imports"
33444.png,"bar|nominal|Country|quantitative|Female Labor Force(as % of total labor force)"
